"Station","DBKEY","Daily.Date","Data.Value","Qualifer","Revision.Date","Date"
"S79_H","AN786","01-JUL-2012",3.31,"","06-JUL-2018",2012-07-01
"S79_H","AN786","02-JUL-2012",3.24,"","06-JUL-2018",2012-07-02
"S79_H","AN786","03-JUL-2012",3.38,"","06-JUL-2018",2012-07-03
"S79_H","AN786","04-JUL-2012",3.24,"","06-JUL-2018",2012-07-04
"S79_H","AN786","05-JUL-2012",3.22,"","06-JUL-2018",2012-07-05
"S79_H","AN786","06-JUL-2012",3.26,"","06-JUL-2018",2012-07-06
"S79_H","AN786","07-JUL-2012",3.05,"","06-JUL-2018",2012-07-07
"S79_H","AN786","08-JUL-2012",3.24,"","06-JUL-2018",2012-07-08
"S79_H","AN786","09-JUL-2012",3.26,"","06-JUL-2018",2012-07-09
"S79_H","AN786","10-JUL-2012",3.19,"","06-JUL-2018",2012-07-10
"S79_H","AN786","11-JUL-2012",3.23,"","06-JUL-2018",2012-07-11
"S79_H","AN786","12-JUL-2012",3.26,"","06-JUL-2018",2012-07-12
"S79_H","AN786","13-JUL-2012",3.16,"","06-JUL-2018",2012-07-13
"S79_H","AN786","14-JUL-2012",3.1,"","06-JUL-2018",2012-07-14
"S79_H","AN786","15-JUL-2012",3.1,"","06-JUL-2018",2012-07-15
"S79_H","AN786","16-JUL-2012",3.24,"","06-JUL-2018",2012-07-16
"S79_H","AN786","17-JUL-2012",3.18,"","06-JUL-2018",2012-07-17
"S79_H","AN786","18-JUL-2012",3.14,"","06-JUL-2018",2012-07-18
"S79_H","AN786","19-JUL-2012",3.1,"","06-JUL-2018",2012-07-19
"S79_H","AN786","20-JUL-2012",3.22,"","06-JUL-2018",2012-07-20
"S79_H","AN786","21-JUL-2012",3.26,"","06-JUL-2018",2012-07-21
"S79_H","AN786","22-JUL-2012",3.39,"","06-JUL-2018",2012-07-22
"S79_H","AN786","23-JUL-2012",3.22,"","06-JUL-2018",2012-07-23
"S79_H","AN786","24-JUL-2012",3.15,"","06-JUL-2018",2012-07-24
"S79_H","AN786","25-JUL-2012",3.12,"","06-JUL-2018",2012-07-25
"S79_H","AN786","26-JUL-2012",3.2,"","06-JUL-2018",2012-07-26
"S79_H","AN786","27-JUL-2012",3.11,"","06-JUL-2018",2012-07-27
"S79_H","AN786","28-JUL-2012",3.18,"","06-JUL-2018",2012-07-28
"S79_H","AN786","29-JUL-2012",3.3,"","06-JUL-2018",2012-07-29
"S79_H","AN786","30-JUL-2012",3.11,"","06-JUL-2018",2012-07-30
"S79_H","AN786","31-JUL-2012",3.21,"","06-JUL-2018",2012-07-31
"S79_H","AN786","01-AUG-2012",3.05,"","06-JUL-2018",2012-08-01
"S79_H","AN786","02-AUG-2012",3.31,"","06-JUL-2018",2012-08-02
"S79_H","AN786","03-AUG-2012",3.27,"","06-JUL-2018",2012-08-03
"S79_H","AN786","04-AUG-2012",3.28,"","06-JUL-2018",2012-08-04
"S79_H","AN786","05-AUG-2012",3.27,"","06-JUL-2018",2012-08-05
"S79_H","AN786","06-AUG-2012",3.15,"","06-JUL-2018",2012-08-06
"S79_H","AN786","07-AUG-2012",3.18,"","06-JUL-2018",2012-08-07
"S79_H","AN786","08-AUG-2012",3.17,"","06-JUL-2018",2012-08-08
"S79_H","AN786","09-AUG-2012",3.14,"","06-JUL-2018",2012-08-09
"S79_H","AN786","10-AUG-2012",3.34,"","06-JUL-2018",2012-08-10
"S79_H","AN786","11-AUG-2012",3.41,"","06-JUL-2018",2012-08-11
"S79_H","AN786","12-AUG-2012",3.3,"","06-JUL-2018",2012-08-12
"S79_H","AN786","13-AUG-2012",3.25,"","06-JUL-2018",2012-08-13
"S79_H","AN786","14-AUG-2012",3.18,"","06-JUL-2018",2012-08-14
"S79_H","AN786","15-AUG-2012",3.28,"","06-JUL-2018",2012-08-15
"S79_H","AN786","16-AUG-2012",3.19,"","06-JUL-2018",2012-08-16
"S79_H","AN786","17-AUG-2012",3.13,"","06-JUL-2018",2012-08-17
"S79_H","AN786","18-AUG-2012",3.33,"","06-JUL-2018",2012-08-18
"S79_H","AN786","19-AUG-2012",3.26,"","06-JUL-2018",2012-08-19
"S79_H","AN786","20-AUG-2012",3.33,"","06-JUL-2018",2012-08-20
"S79_H","AN786","21-AUG-2012",3.32,"","06-JUL-2018",2012-08-21
"S79_H","AN786","22-AUG-2012",3.17,"","06-JUL-2018",2012-08-22
"S79_H","AN786","23-AUG-2012",3.07,"","06-JUL-2018",2012-08-23
"S79_H","AN786","24-AUG-2012",2.56,"","06-JUL-2018",2012-08-24
"S79_H","AN786","25-AUG-2012",2.61,"","06-JUL-2018",2012-08-25
"S79_H","AN786","26-AUG-2012",2.56,"","06-JUL-2018",2012-08-26
"S79_H","AN786","27-AUG-2012",3.36,"","06-JUL-2018",2012-08-27
"S79_H","AN786","28-AUG-2012",3.6,"","06-JUL-2018",2012-08-28
"S79_H","AN786","29-AUG-2012",2.91,"","06-JUL-2018",2012-08-29
"S79_H","AN786","30-AUG-2012",2.92,"","06-JUL-2018",2012-08-30
"S79_H","AN786","31-AUG-2012",2.99,"","06-JUL-2018",2012-08-31
"S79_H","AN786","01-SEP-2012",3.06,"","06-JUL-2018",2012-09-01
"S79_H","AN786","02-SEP-2012",2.83,"","06-JUL-2018",2012-09-02
"S79_H","AN786","03-SEP-2012",2.98,"","06-JUL-2018",2012-09-03
"S79_H","AN786","04-SEP-2012",3.1,"","06-JUL-2018",2012-09-04
"S79_H","AN786","05-SEP-2012",3.18,"","06-JUL-2018",2012-09-05
"S79_H","AN786","06-SEP-2012",3.28,"","06-JUL-2018",2012-09-06
"S79_H","AN786","07-SEP-2012",3.23,"","06-JUL-2018",2012-09-07
"S79_H","AN786","08-SEP-2012",2.98,"","06-JUL-2018",2012-09-08
"S79_H","AN786","09-SEP-2012",3.01,"","06-JUL-2018",2012-09-09
"S79_H","AN786","10-SEP-2012",3.04,"","06-JUL-2018",2012-09-10
"S79_H","AN786","11-SEP-2012",3.09,"","06-JUL-2018",2012-09-11
"S79_H","AN786","12-SEP-2012",2.99,"","06-JUL-2018",2012-09-12
"S79_H","AN786","13-SEP-2012",3.02,"","06-JUL-2018",2012-09-13
"S79_H","AN786","14-SEP-2012",3.05,"","06-JUL-2018",2012-09-14
"S79_H","AN786","15-SEP-2012",3.01,"","06-JUL-2018",2012-09-15
"S79_H","AN786","16-SEP-2012",3.02,"","06-JUL-2018",2012-09-16
"S79_H","AN786","17-SEP-2012",3.15,"","06-JUL-2018",2012-09-17
"S79_H","AN786","18-SEP-2012",3.08,"","06-JUL-2018",2012-09-18
"S79_H","AN786","19-SEP-2012",3.06,"","06-JUL-2018",2012-09-19
"S79_H","AN786","20-SEP-2012",3.1,"","06-JUL-2018",2012-09-20
"S79_H","AN786","21-SEP-2012",3.06,"","06-JUL-2018",2012-09-21
"S79_H","AN786","22-SEP-2012",3.12,"","06-JUL-2018",2012-09-22
"S79_H","AN786","23-SEP-2012",3.19,"","06-JUL-2018",2012-09-23
"S79_H","AN786","24-SEP-2012",3.15,"","06-JUL-2018",2012-09-24
"S79_H","AN786","25-SEP-2012",3.09,"","06-JUL-2018",2012-09-25
"S79_H","AN786","26-SEP-2012",3.03,"","06-JUL-2018",2012-09-26
"S79_H","AN786","27-SEP-2012",3.06,"","06-JUL-2018",2012-09-27
"S79_H","AN786","28-SEP-2012",3.05,"","06-JUL-2018",2012-09-28
"S79_H","AN786","29-SEP-2012",3.14,"","06-JUL-2018",2012-09-29
"S79_H","AN786","30-SEP-2012",3.19,"","06-JUL-2018",2012-09-30
"S79_H","AN786","01-OCT-2012",3.19,"","06-JUL-2018",2012-10-01
"S79_H","AN786","02-OCT-2012",3.14,"","06-JUL-2018",2012-10-02
"S79_H","AN786","03-OCT-2012",3.12,"","06-JUL-2018",2012-10-03
"S79_H","AN786","04-OCT-2012",3.03,"","06-JUL-2018",2012-10-04
"S79_H","AN786","05-OCT-2012",3.1,"","06-JUL-2018",2012-10-05
"S79_H","AN786","06-OCT-2012",3.14,"","06-JUL-2018",2012-10-06
"S79_H","AN786","07-OCT-2012",3.13,"","06-JUL-2018",2012-10-07
"S79_H","AN786","08-OCT-2012",3.08,"","06-JUL-2018",2012-10-08
"S79_H","AN786","09-OCT-2012",3.05,"","06-JUL-2018",2012-10-09
"S79_H","AN786","10-OCT-2012",2.98,"","06-JUL-2018",2012-10-10
"S79_H","AN786","11-OCT-2012",2.95,"","06-JUL-2018",2012-10-11
"S79_H","AN786","12-OCT-2012",3.07,"","06-JUL-2018",2012-10-12
"S79_H","AN786","13-OCT-2012",2.89,"","06-JUL-2018",2012-10-13
"S79_H","AN786","14-OCT-2012",3.05,"","06-JUL-2018",2012-10-14
"S79_H","AN786","15-OCT-2012",3.19,"","06-JUL-2018",2012-10-15
"S79_H","AN786","16-OCT-2012",2.99,"","06-JUL-2018",2012-10-16
"S79_H","AN786","17-OCT-2012",3.24,"","06-JUL-2018",2012-10-17
"S79_H","AN786","18-OCT-2012",3.19,"","06-JUL-2018",2012-10-18
"S79_H","AN786","19-OCT-2012",3.05,"","06-JUL-2018",2012-10-19
"S79_H","AN786","20-OCT-2012",2.96,"","06-JUL-2018",2012-10-20
"S79_H","AN786","21-OCT-2012",2.84,"","06-JUL-2018",2012-10-21
"S79_H","AN786","22-OCT-2012",3.14,"","06-JUL-2018",2012-10-22
"S79_H","AN786","23-OCT-2012",3.05,"","06-JUL-2018",2012-10-23
"S79_H","AN786","24-OCT-2012",3.09,"","06-JUL-2018",2012-10-24
"S79_H","AN786","25-OCT-2012",3.09,"","06-JUL-2018",2012-10-25
"S79_H","AN786","26-OCT-2012",3.07,"","06-JUL-2018",2012-10-26
"S79_H","AN786","27-OCT-2012",3.03,"","06-JUL-2018",2012-10-27
"S79_H","AN786","28-OCT-2012",3.07,"","06-JUL-2018",2012-10-28
"S79_H","AN786","29-OCT-2012",2.95,"","06-JUL-2018",2012-10-29
"S79_H","AN786","30-OCT-2012",3.05,"","06-JUL-2018",2012-10-30
"S79_H","AN786","31-OCT-2012",2.93,"","06-JUL-2018",2012-10-31
"S79_H","AN786","01-NOV-2012",3.25,"","06-JUL-2018",2012-11-01
"S79_H","AN786","02-NOV-2012",2.9,"","06-JUL-2018",2012-11-02
"S79_H","AN786","03-NOV-2012",3.01,"","06-JUL-2018",2012-11-03
"S79_H","AN786","04-NOV-2012",3.02,"","06-JUL-2018",2012-11-04
"S79_H","AN786","05-NOV-2012",3.05,"","06-JUL-2018",2012-11-05
"S79_H","AN786","06-NOV-2012",3.06,"","06-JUL-2018",2012-11-06
"S79_H","AN786","07-NOV-2012",3.02,"","06-JUL-2018",2012-11-07
"S79_H","AN786","08-NOV-2012",3.05,"","06-JUL-2018",2012-11-08
"S79_H","AN786","09-NOV-2012",3.02,"","06-JUL-2018",2012-11-09
"S79_H","AN786","10-NOV-2012",3.04,"","06-JUL-2018",2012-11-10
"S79_H","AN786","11-NOV-2012",3.06,"","06-JUL-2018",2012-11-11
"S79_H","AN786","12-NOV-2012",3.11,"","06-JUL-2018",2012-11-12
"S79_H","AN786","13-NOV-2012",3.06,"","06-JUL-2018",2012-11-13
"S79_H","AN786","14-NOV-2012",3.08,"","06-JUL-2018",2012-11-14
"S79_H","AN786","15-NOV-2012",3.2,"","06-JUL-2018",2012-11-15
"S79_H","AN786","16-NOV-2012",3.13,"","06-JUL-2018",2012-11-16
"S79_H","AN786","17-NOV-2012",3.08,"","06-JUL-2018",2012-11-17
"S79_H","AN786","18-NOV-2012",3.06,"","06-JUL-2018",2012-11-18
"S79_H","AN786","19-NOV-2012",3.09,"","06-JUL-2018",2012-11-19
"S79_H","AN786","20-NOV-2012",3.31,"","06-JUL-2018",2012-11-20
"S79_H","AN786","21-NOV-2012",3.25,"","06-JUL-2018",2012-11-21
"S79_H","AN786","22-NOV-2012",3.11,"","06-JUL-2018",2012-11-22
"S79_H","AN786","23-NOV-2012",3.11,"","06-JUL-2018",2012-11-23
"S79_H","AN786","24-NOV-2012",3.14,"","06-JUL-2018",2012-11-24
"S79_H","AN786","25-NOV-2012",3.05,"","06-JUL-2018",2012-11-25
"S79_H","AN786","26-NOV-2012",2.96,"","06-JUL-2018",2012-11-26
"S79_H","AN786","27-NOV-2012",2.84,"","06-JUL-2018",2012-11-27
"S79_H","AN786","28-NOV-2012",2.93,"","06-JUL-2018",2012-11-28
"S79_H","AN786","29-NOV-2012",3.1,"","06-JUL-2018",2012-11-29
"S79_H","AN786","30-NOV-2012",3.1,"","06-JUL-2018",2012-11-30
"S79_H","AN786","01-DEC-2012",3.09,"","06-JUL-2018",2012-12-01
"S79_H","AN786","02-DEC-2012",3.11,"","06-JUL-2018",2012-12-02
"S79_H","AN786","03-DEC-2012",3.04,"","06-JUL-2018",2012-12-03
"S79_H","AN786","04-DEC-2012",3.19,"","06-JUL-2018",2012-12-04
"S79_H","AN786","05-DEC-2012",3.14,"","06-JUL-2018",2012-12-05
"S79_H","AN786","06-DEC-2012",3.31,"","06-JUL-2018",2012-12-06
"S79_H","AN786","07-DEC-2012",3.22,"","06-JUL-2018",2012-12-07
"S79_H","AN786","08-DEC-2012",3.1,"","06-JUL-2018",2012-12-08
"S79_H","AN786","09-DEC-2012",3.19,"","06-JUL-2018",2012-12-09
"S79_H","AN786","10-DEC-2012",3.24,"","06-JUL-2018",2012-12-10
"S79_H","AN786","11-DEC-2012",3.33,"","06-JUL-2018",2012-12-11
"S79_H","AN786","12-DEC-2012",3.17,"","06-JUL-2018",2012-12-12
"S79_H","AN786","13-DEC-2012",3.25,"","06-JUL-2018",2012-12-13
"S79_H","AN786","14-DEC-2012",2.93,"","06-JUL-2018",2012-12-14
"S79_H","AN786","15-DEC-2012",3.23,"","06-JUL-2018",2012-12-15
"S79_H","AN786","16-DEC-2012",3.21,"","06-JUL-2018",2012-12-16
"S79_H","AN786","17-DEC-2012",3.16,"","06-JUL-2018",2012-12-17
"S79_H","AN786","18-DEC-2012",3.32,"","06-JUL-2018",2012-12-18
"S79_H","AN786","19-DEC-2012",3.39,"","06-JUL-2018",2012-12-19
"S79_H","AN786","20-DEC-2012",3.33,"","06-JUL-2018",2012-12-20
"S79_H","AN786","21-DEC-2012",3.2,"","06-JUL-2018",2012-12-21
"S79_H","AN786","22-DEC-2012",3.01,"","06-JUL-2018",2012-12-22
"S79_H","AN786","23-DEC-2012",3.13,"","06-JUL-2018",2012-12-23
"S79_H","AN786","24-DEC-2012",3.25,"","06-JUL-2018",2012-12-24
"S79_H","AN786","25-DEC-2012",3.29,"","06-JUL-2018",2012-12-25
"S79_H","AN786","26-DEC-2012",3.28,"","06-JUL-2018",2012-12-26
"S79_H","AN786","27-DEC-2012",3.08,"","06-JUL-2018",2012-12-27
"S79_H","AN786","28-DEC-2012",3.19,"","06-JUL-2018",2012-12-28
"S79_H","AN786","29-DEC-2012",3.32,"","06-JUL-2018",2012-12-29
"S79_H","AN786","30-DEC-2012",3.37,"","06-JUL-2018",2012-12-30
"S79_H","AN786","31-DEC-2012",3.4,"","06-JUL-2018",2012-12-31
"S79_H","AN786","01-JAN-2013",3.42,"","06-JUL-2018",2013-01-01
"S79_H","AN786","02-JAN-2013",3.25,"","06-JUL-2018",2013-01-02
"S79_H","AN786","03-JAN-2013",3.12,"","06-JUL-2018",2013-01-03
"S79_H","AN786","04-JAN-2013",3.11,"","06-JUL-2018",2013-01-04
"S79_H","AN786","05-JAN-2013",3.13,"","06-JUL-2018",2013-01-05
"S79_H","AN786","06-JAN-2013",3.1,"","06-JUL-2018",2013-01-06
"S79_H","AN786","07-JAN-2013",3.14,"","06-JUL-2018",2013-01-07
"S79_H","AN786","08-JAN-2013",3.24,"","06-JUL-2018",2013-01-08
"S79_H","AN786","09-JAN-2013",3.29,"","06-JUL-2018",2013-01-09
"S79_H","AN786","10-JAN-2013",3.26,"","06-JUL-2018",2013-01-10
"S79_H","AN786","11-JAN-2013",3.23,"","06-JUL-2018",2013-01-11
"S79_H","AN786","12-JAN-2013",3.17,"","06-JUL-2018",2013-01-12
"S79_H","AN786","13-JAN-2013",3.07,"","06-JUL-2018",2013-01-13
"S79_H","AN786","14-JAN-2013",3.15,"","06-JUL-2018",2013-01-14
"S79_H","AN786","15-JAN-2013",3.23,"","06-JUL-2018",2013-01-15
"S79_H","AN786","16-JAN-2013",3.29,"","06-JUL-2018",2013-01-16
"S79_H","AN786","17-JAN-2013",3.29,"","06-JUL-2018",2013-01-17
"S79_H","AN786","18-JAN-2013",3.24,"","06-JUL-2018",2013-01-18
"S79_H","AN786","19-JAN-2013",3.2,"","06-JUL-2018",2013-01-19
"S79_H","AN786","20-JAN-2013",3.26,"","06-JUL-2018",2013-01-20
"S79_H","AN786","21-JAN-2013",3.42,"","06-JUL-2018",2013-01-21
"S79_H","AN786","22-JAN-2013",3.3,"","06-JUL-2018",2013-01-22
"S79_H","AN786","23-JAN-2013",3.27,"","06-JUL-2018",2013-01-23
"S79_H","AN786","24-JAN-2013",3.32,"","06-JUL-2018",2013-01-24
"S79_H","AN786","25-JAN-2013",2.93,"","06-JUL-2018",2013-01-25
"S79_H","AN786","26-JAN-2013",3.31,"","06-JUL-2018",2013-01-26
"S79_H","AN786","27-JAN-2013",3.13,"","06-JUL-2018",2013-01-27
"S79_H","AN786","28-JAN-2013",3.24,"","06-JUL-2018",2013-01-28
"S79_H","AN786","29-JAN-2013",3.13,"","06-JUL-2018",2013-01-29
"S79_H","AN786","30-JAN-2013",3.02,"","06-JUL-2018",2013-01-30
"S79_H","AN786","31-JAN-2013",3.02,"","06-JUL-2018",2013-01-31
"S79_H","AN786","01-FEB-2013",3.33,"","06-JUL-2018",2013-02-01
"S79_H","AN786","02-FEB-2013",3.18,"","06-JUL-2018",2013-02-02
"S79_H","AN786","03-FEB-2013",3.28,"","06-JUL-2018",2013-02-03
"S79_H","AN786","04-FEB-2013",3.31,"","06-JUL-2018",2013-02-04
"S79_H","AN786","05-FEB-2013",3.22,"","06-JUL-2018",2013-02-05
"S79_H","AN786","06-FEB-2013",NA,"M","06-JUL-2018",2013-02-06
"S79_H","AN786","07-FEB-2013",NA,"M","06-JUL-2018",2013-02-07
"S79_H","AN786","08-FEB-2013",3.34,"","06-JUL-2018",2013-02-08
"S79_H","AN786","09-FEB-2013",3.18,"","06-JUL-2018",2013-02-09
"S79_H","AN786","10-FEB-2013",3.28,"","06-JUL-2018",2013-02-10
"S79_H","AN786","11-FEB-2013",3.2,"","06-JUL-2018",2013-02-11
"S79_H","AN786","12-FEB-2013",3.33,"","06-JUL-2018",2013-02-12
"S79_H","AN786","13-FEB-2013",3.38,"","06-JUL-2018",2013-02-13
"S79_H","AN786","14-FEB-2013",3.19,"","06-JUL-2018",2013-02-14
"S79_H","AN786","15-FEB-2013",2.9,"","06-JUL-2018",2013-02-15
"S79_H","AN786","16-FEB-2013",3.29,"","06-JUL-2018",2013-02-16
"S79_H","AN786","17-FEB-2013",3.11,"","06-JUL-2018",2013-02-17
"S79_H","AN786","18-FEB-2013",3.28,"","06-JUL-2018",2013-02-18
"S79_H","AN786","19-FEB-2013",3.29,"","06-JUL-2018",2013-02-19
"S79_H","AN786","20-FEB-2013",3.18,"","06-JUL-2018",2013-02-20
"S79_H","AN786","21-FEB-2013",3.32,"","06-JUL-2018",2013-02-21
"S79_H","AN786","22-FEB-2013",3.31,"","06-JUL-2018",2013-02-22
"S79_H","AN786","23-FEB-2013",3.33,"","06-JUL-2018",2013-02-23
"S79_H","AN786","24-FEB-2013",3.3,"","06-JUL-2018",2013-02-24
"S79_H","AN786","25-FEB-2013",3.27,"","06-JUL-2018",2013-02-25
"S79_H","AN786","26-FEB-2013",3.35,"","06-JUL-2018",2013-02-26
"S79_H","AN786","27-FEB-2013",3.22,"","06-JUL-2018",2013-02-27
"S79_H","AN786","28-FEB-2013",3.17,"","06-JUL-2018",2013-02-28
"S79_H","AN786","01-MAR-2013",3.16,"","06-JUL-2018",2013-03-01
"S79_H","AN786","02-MAR-2013",3.24,"","06-JUL-2018",2013-03-02
"S79_H","AN786","03-MAR-2013",3.29,"","06-JUL-2018",2013-03-03
"S79_H","AN786","04-MAR-2013",3.39,"","06-JUL-2018",2013-03-04
"S79_H","AN786","05-MAR-2013",3.37,"","06-JUL-2018",2013-03-05
"S79_H","AN786","06-MAR-2013",3.28,"","06-JUL-2018",2013-03-06
"S79_H","AN786","07-MAR-2013",3.33,"","06-JUL-2018",2013-03-07
"S79_H","AN786","08-MAR-2013",3.37,"","06-JUL-2018",2013-03-08
"S79_H","AN786","09-MAR-2013",3.31,"","06-JUL-2018",2013-03-09
"S79_H","AN786","10-MAR-2013",3.29,"","06-JUL-2018",2013-03-10
"S79_H","AN786","11-MAR-2013",3.26,"","06-JUL-2018",2013-03-11
"S79_H","AN786","12-MAR-2013",3.2,"","06-JUL-2018",2013-03-12
"S79_H","AN786","13-MAR-2013",3.18,"","06-JUL-2018",2013-03-13
"S79_H","AN786","14-MAR-2013",3.1,"","06-JUL-2018",2013-03-14
"S79_H","AN786","15-MAR-2013",3.21,"","06-JUL-2018",2013-03-15
"S79_H","AN786","16-MAR-2013",3.11,"","06-JUL-2018",2013-03-16
"S79_H","AN786","17-MAR-2013",3.12,"","06-JUL-2018",2013-03-17
"S79_H","AN786","18-MAR-2013",3.28,"","06-JUL-2018",2013-03-18
"S79_H","AN786","19-MAR-2013",3.37,"","06-JUL-2018",2013-03-19
"S79_H","AN786","20-MAR-2013",3.18,"","06-JUL-2018",2013-03-20
"S79_H","AN786","21-MAR-2013",3.07,"","06-JUL-2018",2013-03-21
"S79_H","AN786","22-MAR-2013",3.38,"","06-JUL-2018",2013-03-22
"S79_H","AN786","23-MAR-2013",3.36,"","06-JUL-2018",2013-03-23
"S79_H","AN786","24-MAR-2013",3.35,"","06-JUL-2018",2013-03-24
"S79_H","AN786","25-MAR-2013",3.24,"","06-JUL-2018",2013-03-25
"S79_H","AN786","26-MAR-2013",3.2,"","06-JUL-2018",2013-03-26
"S79_H","AN786","27-MAR-2013",3.23,"","06-JUL-2018",2013-03-27
"S79_H","AN786","28-MAR-2013",3.21,"","06-JUL-2018",2013-03-28
"S79_H","AN786","29-MAR-2013",3.22,"","06-JUL-2018",2013-03-29
"S79_H","AN786","30-MAR-2013",3.15,"","06-JUL-2018",2013-03-30
"S79_H","AN786","31-MAR-2013",3.24,"","06-JUL-2018",2013-03-31
"S79_H","AN786","01-APR-2013",3.27,"","06-JUL-2018",2013-04-01
"S79_H","AN786","02-APR-2013",3.23,"","06-JUL-2018",2013-04-02
"S79_H","AN786","03-APR-2013",3.17,"","06-JUL-2018",2013-04-03
"S79_H","AN786","04-APR-2013",3.3,"","06-JUL-2018",2013-04-04
"S79_H","AN786","05-APR-2013",3.31,"","06-JUL-2018",2013-04-05
"S79_H","AN786","06-APR-2013",3.29,"","06-JUL-2018",2013-04-06
"S79_H","AN786","07-APR-2013",3.46,"","06-JUL-2018",2013-04-07
"S79_H","AN786","08-APR-2013",3.34,"","06-JUL-2018",2013-04-08
"S79_H","AN786","09-APR-2013",3.16,"","06-JUL-2018",2013-04-09
"S79_H","AN786","10-APR-2013",3.09,"","06-JUL-2018",2013-04-10
"S79_H","AN786","11-APR-2013",3.24,"","06-JUL-2018",2013-04-11
"S79_H","AN786","12-APR-2013",3.14,"","06-JUL-2018",2013-04-12
"S79_H","AN786","13-APR-2013",3.24,"","06-JUL-2018",2013-04-13
"S79_H","AN786","14-APR-2013",3.32,"","06-JUL-2018",2013-04-14
"S79_H","AN786","15-APR-2013",3.35,"","06-JUL-2018",2013-04-15
"S79_H","AN786","16-APR-2013",3.35,"","06-JUL-2018",2013-04-16
"S79_H","AN786","17-APR-2013",3.24,"","06-JUL-2018",2013-04-17
"S79_H","AN786","18-APR-2013",3.35,"","06-JUL-2018",2013-04-18
"S79_H","AN786","19-APR-2013",3.26,"","06-JUL-2018",2013-04-19
"S79_H","AN786","20-APR-2013",3.19,"","06-JUL-2018",2013-04-20
"S79_H","AN786","21-APR-2013",3.34,"","06-JUL-2018",2013-04-21
"S79_H","AN786","22-APR-2013",3.23,"","06-JUL-2018",2013-04-22
"S79_H","AN786","23-APR-2013",3.28,"","06-JUL-2018",2013-04-23
"S79_H","AN786","24-APR-2013",3.19,"","06-JUL-2018",2013-04-24
"S79_H","AN786","25-APR-2013",3.33,"","06-JUL-2018",2013-04-25
"S79_H","AN786","26-APR-2013",3.42,"","06-JUL-2018",2013-04-26
"S79_H","AN786","27-APR-2013",3.33,"","06-JUL-2018",2013-04-27
"S79_H","AN786","28-APR-2013",3.36,"","06-JUL-2018",2013-04-28
"S79_H","AN786","29-APR-2013",3.24,"","06-JUL-2018",2013-04-29
"S79_H","AN786","30-APR-2013",3.34,"","06-JUL-2018",2013-04-30
"S79_H","AN786","01-MAY-2013",3.22,"","06-JUL-2018",2013-05-01
"S79_H","AN786","02-MAY-2013",3.19,"","06-JUL-2018",2013-05-02
"S79_H","AN786","03-MAY-2013",3.3,"","06-JUL-2018",2013-05-03
"S79_H","AN786","04-MAY-2013",3.15,"","06-JUL-2018",2013-05-04
"S79_H","AN786","05-MAY-2013",3.38,"","06-JUL-2018",2013-05-05
"S79_H","AN786","06-MAY-2013",3.26,"","06-JUL-2018",2013-05-06
"S79_H","AN786","07-MAY-2013",3.28,"","06-JUL-2018",2013-05-07
"S79_H","AN786","08-MAY-2013",3.27,"","06-JUL-2018",2013-05-08
"S79_H","AN786","09-MAY-2013",3.1,"","06-JUL-2018",2013-05-09
"S79_H","AN786","10-MAY-2013",3.14,"","06-JUL-2018",2013-05-10
"S79_H","AN786","11-MAY-2013",3.29,"","06-JUL-2018",2013-05-11
"S79_H","AN786","12-MAY-2013",3.31,"","06-JUL-2018",2013-05-12
"S79_H","AN786","13-MAY-2013",3.23,"","06-JUL-2018",2013-05-13
"S79_H","AN786","14-MAY-2013",3.17,"","06-JUL-2018",2013-05-14
"S79_H","AN786","15-MAY-2013",3.21,"","06-JUL-2018",2013-05-15
"S79_H","AN786","16-MAY-2013",3.09,"","06-JUL-2018",2013-05-16
"S79_H","AN786","17-MAY-2013",3.1,"","06-JUL-2018",2013-05-17
"S79_H","AN786","18-MAY-2013",3.19,"","06-JUL-2018",2013-05-18
"S79_H","AN786","19-MAY-2013",3.19,"","06-JUL-2018",2013-05-19
"S79_H","AN786","20-MAY-2013",3.17,"","06-JUL-2018",2013-05-20
"S79_H","AN786","21-MAY-2013",3.08,"","06-JUL-2018",2013-05-21
"S79_H","AN786","22-MAY-2013",3.43,"","06-JUL-2018",2013-05-22
"S79_H","AN786","23-MAY-2013",3.04,"","06-JUL-2018",2013-05-23
"S79_H","AN786","24-MAY-2013",3.1,"","06-JUL-2018",2013-05-24
"S79_H","AN786","25-MAY-2013",3.28,"","06-JUL-2018",2013-05-25
"S79_H","AN786","26-MAY-2013",3.17,"","06-JUL-2018",2013-05-26
"S79_H","AN786","27-MAY-2013",3.21,"","06-JUL-2018",2013-05-27
"S79_H","AN786","28-MAY-2013",3.34,"","06-JUL-2018",2013-05-28
"S79_H","AN786","29-MAY-2013",3.3,"","06-JUL-2018",2013-05-29
"S79_H","AN786","30-MAY-2013",3.27,"","06-JUL-2018",2013-05-30
"S79_H","AN786","31-MAY-2013",3.1,"","06-JUL-2018",2013-05-31
"S79_H","AN786","01-JUN-2013",3.25,"","06-JUL-2018",2013-06-01
"S79_H","AN786","02-JUN-2013",3.36,"","06-JUL-2018",2013-06-02
"S79_H","AN786","03-JUN-2013",3.15,"","06-JUL-2018",2013-06-03
"S79_H","AN786","04-JUN-2013",3.16,"","06-JUL-2018",2013-06-04
"S79_H","AN786","05-JUN-2013",3.21,"","06-JUL-2018",2013-06-05
"S79_H","AN786","06-JUN-2013",3.24,"","06-JUL-2018",2013-06-06
