"date","cloud.area","bloom.area.m2","vis.bloom","median","mean","min","max","sd","N","cloud.area.per","bloom.area.mi2","bloom.area.per","date2"
2019-04-30,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.32602739726
2019-05-02,380250000,180000,0,34458.8592820054,34458.8592820054,12941.9584144998,55975.760149511,30429.4930270638,2,0.210738077264714,0.06949836,0.00997576697111072,2019.33150684932
2019-05-03,72900000,50850000,0,135518.941235103,170222.509182732,7244.35960074989,862978.54776697,138686.354823725,565,0.0404018562329984,19.6332867,2.81815416933878,2019.33424657534
2019-05-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.3397260274
2019-05-06,182430000,49950000,0.10424754,205116.217882556,214583.480348262,7244.35960074989,1137627.28582343,151592.550159872,555,0.101104398252207,19.2857949,2.76827533448322,2019.34246575342
2019-05-07,177570000,46170000,0,188799.134909629,253083.629351801,7655.96606911255,731139.083483417,187605.622449938,513,0.0984109411700072,17.82632934,2.5587842280899,2019.34520547945
2019-05-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.35068493151
2019-05-10,44190000,139500000,0.13899672,188799.134909629,227384.830674527,6668.06769213622,1137627.28582343,173116.795176444,1550,0.0244905079140768,53.861229,7.73121940261081,2019.35342465753
2019-05-11,98370000,98640000,0.06949836,151356.124843621,201357.108156423,6668.06769213622,1235947.43344451,164018.580540879,1096,0.0545175664971201,38.08510128,5.46672030016867,2019.35616438356
2019-05-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.36164383562
2019-05-14,503280000,4590000,0,387257.644921617,363651.518381728,14454.3977074593,570164.272280747,127684.155269527,51,0.278922444512256,1.77220818,0.254382057763323,2019.36438356164
2019-05-15,1039230000,0,0,NA,NA,Inf,-Inf,NA,0,0.575950906077077,0,0,2019.36712328767
2019-05-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.37260273973
2019-05-18,2880000,484470000,0.62548524,124738.351424294,186137.384537144,6486.34433548237,1458814.26027535,185524.190122862,5383,0.00159612271537772,187.05483594,26.8497768027445,2019.37534246575
2019-05-19,34560000,317700000,0,135518.941235103,179892.335271753,6486.34433548237,862978.54776697,159016.293983212,3530,0.0191534725845326,122.6646054,17.6072287040104,2019.37808219178
2019-05-21,475830000,720000,0.27799344,5000752.26459965,4642050.8824013,1870682.1403658,5970352.86583837,1414979.16585969,8,0.263709399881312,0.27799344,0.0399030678844429,2019.38356164384
2019-05-22,5580000,678060000,0.97297704,131825.673855641,192211.122606728,6486.34433548237,1499684.83550237,181706.070106807,7534,0.00309248776104432,261.80032212,37.5787141801741,2019.38630136986
2019-05-23,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.38904109589
2019-05-25,1350000,4680000,0,149407.676543931,156108.372231145,12589.2541179417,310455.958812836,79400.4849977892,52,0.000748182522833304,1.80695736,0.259369941248879,2019.39452054795
2019-05-26,112050000,268470000,0.10424754,135518.941235103,176094.396862097,6486.34433548237,1076465.21362983,147858.012058593,2983,0.0620991493951642,103.65680394,14.8788564374116,2019.39726027397
2019-05-27,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.4
2019-05-29,630000,317430000,0.1737459,131825.673855641,178635.979271386,6486.34433548237,1380384.26460288,155854.660008132,3527,0.000349151843988875,122.56035786,17.5922650535538,2019.40547945205
2019-05-30,13770000,519390000,0.45173934,147231.250243272,184515.218258738,6854.88226452661,1584893.19246111,151477.734041675,5771,0.0076314617328997,200.53751778,28.78507559514,2019.40821917808
2019-06-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.41369863014
2019-06-02,3330000,509850000,4.23939996,222843.51492703,265767.741694626,6486.34433548237,2398832.91901949,241402.367685254,5665,0.00184551688965548,196.8541047,28.2563599456711,2019.41643835616
2019-06-03,720000,442170000,3.96140652,131825.673855641,208012.248728377,6486.34433548237,2269864.85188382,263278.63411768,4913,0.000399030678844429,170.72272134,24.5054715645335,2019.41917808219
2019-06-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.42465753425
2019-06-06,17100000,307170000,1.45946556,135518.941235103,196412.801426041,6486.34433548237,1458814.26027535,207351.357764035,3413,0.00947697862255518,118.59895134,17.0236463362004,2019.42739726027
2019-06-07,815310000,0,0,NA,NA,Inf,-Inf,NA,0,0.45185236495646,0,0,2019.4301369863
2019-06-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.43561643836
2019-06-10,328680000,97560000,0.06949836,164437.172321493,204421.104548703,6668.06769213622,1419057.52168909,151101.594196145,1084,0.182157504892482,37.66811112,5.40686569834201,2019.43835616438
2019-06-11,33120000,86130000,0,108642.562361706,155827.102313236,6486.34433548237,887156.012037961,139552.121951117,957,0.0183554112268437,33.25496526,4.77340449567648,2019.44109589041
2019-06-13,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.44657534247
2019-06-14,825390000,7380000,0,510504.999975406,537061.612334396,301995.172040201,839459.986519397,121278.678608988,82,0.457438794460282,2.84943276,0.409006445815539,2019.44931506849
2019-06-15,362610000,79020000,0,183653.834334835,217492.432259123,6668.06769213622,937562.00692588,161385.14078752,878,0.200961825633025,30.50978004,4.37936170031761,2019.45205479452
2019-06-17,1092690000,0,0,NA,NA,Inf,-Inf,NA,0,0.605578933981276,0,0,2019.45753424658
2019-06-18,1350000,127710000,0.24324426,108642.562361706,167483.395569118,6668.06769213622,1306170.88813184,170350.708887425,1419,0.000748182522833304,49.30908642,7.07780666600306,2019.4602739726
2019-06-19,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.46301369863
2019-06-21,52200000,15030000,0,164437.172321493,210942.953019988,7655.96606911255,937562.00692588,190566.300336461,167,0.0289297242162211,5.80311306,0.832976542087745,2019.46849315068
2019-06-22,68760000,391860000,15.84562608,242102.904673618,415412.659331404,6486.34433548237,2910717.11806661,438754.71470139,4354,0.0381074298296429,151.29792972,21.717244696108,2019.47123287671
2019-06-23,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.47397260274
2019-06-25,810000,233370000,0.20849508,131825.673855641,176777.996377373,6486.34433548237,1458814.26027535,152628.410261927,2593,0.000448909513699982,90.10462374,12.933581878045,2019.47945205479
2019-06-26,13050000,326790000,0.38224098,143218.789927354,191357.894516795,6486.34433548237,1306170.88813184,167426.253157427,3631,0.00723243105405527,126.17427258,18.1110049360515,2019.48219178082
2019-06-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.48767123288
2019-06-29,708030000,16110000,0,376703.798983909,372685.596846735,69823.2404077171,691830.970918936,158811.372396897,179,0.39239679380864,6.22010322,0.892831143914409,2019.4904109589
2019-06-30,170100000,382590000,19.04255064,366437.574647833,505464.551250251,6854.88226452661,2269864.85188382,395381.151895357,4251,0.0942709978769963,147.71876418,21.2034926970958,2019.49315068493
2019-07-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.49863013699
2019-07-03,20880000,585990000,0.76448196,118032.063565173,194065.296297383,6486.34433548237,1770108.95831742,202227.935111992,6511,0.0115718896864884,226.25191098,32.4761093744509,2019.50136986301
2019-07-04,380790000,212490000,4.44789504,469894.108605215,514114.013398364,25118.8643150958,1380384.26460288,268219.53806759,2361,0.211037350273847,82.04281398,11.7763929093962,2019.50410958904
2019-07-06,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.5095890411
2019-07-07,125280000,381060000,9.9035163,229086.765276777,347196.206839278,6486.34433548237,2032357.01093622,342655.218908959,4234,0.0694313381189306,147.12802812,21.1186986778414,2019.51232876712
2019-07-10,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.52054794521
2019-07-11,76410000,289170000,1.84170654,173780.082874937,252927.69619524,6486.34433548237,2032357.01093622,237504.496903129,3213,0.042347130792365,111.64911534,16.0260696390894,2019.52328767123
2019-07-12,555300000,0,0,NA,NA,Inf,-Inf,NA,0,0.307752411058766,0,0,2019.52602739726
2019-07-14,65610000,0,0,NA,NA,Inf,-Inf,NA,0,0.0363616706096986,0,0,2019.53150684932
2019-07-15,20700000,329940000,0.27799344,159955.802861467,229006.540834371,6486.34433548237,1499684.83550237,202348.269417015,3666,0.0114721320167773,127.39049388,18.285580858046,2019.53424657534
2019-07-16,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.53698630137
2019-07-18,1129770000,0,0,NA,NA,Inf,-Inf,NA,0,0.626129013941764,0,0,2019.54246575342
2019-07-19,29610000,427590000,0.03474918,143218.789927354,173303.587634929,6486.34433548237,1018591.38805412,135230.378363373,4751,0.0164101366674771,165.09335418,23.6974344398735,2019.54520547945
2019-07-20,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.54794520548
2019-07-22,22140000,329400000,0.31274262,121338.885046498,157114.820180897,6486.34433548237,1342764.96113786,135388.835562336,3660,0.0122701933744662,127.1819988,18.2556535571326,2019.55342465753
2019-07-23,1890000,282510000,0.13899672,135518.941235103,172058.437321131,7046.93068967147,1770108.95831742,146801.61315334,3139,0.00104745553196663,109.07767602,15.6569662611583,2019.55616438356
2019-07-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.56164383562
2019-07-26,90000,424260000,0.27799344,169044.093164326,203161.19056876,6486.34433548237,1419057.52168909,168442.567032076,4714,4.98788348555536e-05,163.80763452,23.512882750908,2019.56438356164
2019-07-27,810000,514260000,0.48648852,216770.410481969,259107.593794377,6486.34433548237,1541700.45294956,203081.624102018,5714,0.000448909513699982,198.55681452,28.5007662364633,2019.56712328767
2019-07-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.57260273973
2019-07-30,0,561780000,0.79923114,183653.834334835,245872.308512129,6486.34433548237,1721868.57498601,205755.743348147,6242,0,216.90438156,31.1343687168366,2019.57534246575
2019-07-31,442620000,252360000,0.1737459,199526.231496888,258231.547803542,6668.06769213622,1202264.43461741,184098.644634307,2804,0.245304109819613,97.43670072,13.9860252934972,2019.57808219178
2019-08-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.58356164384
2019-08-03,989820000,3780000,0,87129.6089845095,115951.510209254,6668.06769213622,444631.267469108,84894.5019469307,42,0.548567425741379,1.45946556,0.209491106393325,2019.58630136986
2019-08-04,301860000,103050000,0,248885.731828239,273073.508979584,6668.06769213622,711213.513653329,153640.969023288,1145,0.167293612105527,39.7878111,5.71112659096089,2019.58904109589
2019-08-06,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.59452054795
2019-08-07,14580000,400050000,0.06949836,194088.587759278,246108.761464003,6486.34433548237,1047128.5480509,184595.782039745,4445,0.00808037124659968,154.4601051,22.1711420932936,2019.59726027397
2019-08-08,5580000,345960000,0,248885.731828239,281347.490758721,6854.88226452661,937562.00692588,185025.219040091,3844,0.00309248776104432,133.57584792,19.1734241184748,2019.6
2019-08-10,250920000,0,0,NA,NA,Inf,-Inf,NA,0,0.139062191577283,0,0,2019.60547945205
2019-08-11,44640000,308970000,0,139315.68029453,198587.987102101,6486.34433548237,731139.083483417,166226.591684443,3433,0.0247399020883546,119.29393494,17.1234040059115,2019.60821917808
2019-08-12,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.61095890411
2019-08-14,802350000,1080000,0,139315.68029453,150863.358277968,84722.7414140596,263026.799189538,59646.4437598723,12,0.44466981273726,0.41699016,0.0598546018266643,2019.61643835616
2019-08-15,43020000,229500000,0.03474918,171412.088019632,194652.94813535,6668.06769213622,1047128.5480509,129363.582384472,2550,0.0238420830609546,88.610409,12.7191028881662,2019.61917808219
2019-08-16,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.62191780822
2019-08-18,111510000,204210000,0.06949836,155596.563160508,185434.445013625,6668.06769213622,1770108.95831742,145801.914351366,2269,0.0617998763860309,78.84588942,11.3175076287251,2019.62739726027
2019-08-19,10710000,230400000,0.10424754,131825.673855641,146553.301156257,6668.06769213622,1202264.43461741,100567.253356246,2560,0.00593558134781088,88.9579008,12.7689817230217,2019.6301369863
2019-08-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.63561643836
2019-08-22,262620000,103590000,0.06949836,111686.324778056,166851.487947441,6668.06769213622,1047128.5480509,174782.375106502,1151,0.145546440108505,39.99630618,5.74105389187422,2019.63835616438
2019-08-23,366570000,19440000,0,92044.957175317,130324.530378181,7244.35960074989,862978.54776697,138363.614636014,216,0.20315649436667,7.50582288,1.07738283287996,2019.64109589041
2019-08-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.64657534247
2019-08-26,6480000,494820000,8.89579008,139315.68029453,235366.20285944,6486.34433548237,3162277.66016838,325171.187338106,5498,0.00359127610959986,191.05099164,27.4233834035834,2019.64931506849
2019-08-27,630000,471240000,3.75291144,131825.673855641,201940.180442933,6486.34433548237,1584893.19246111,231729.534527113,5236,0.000349151843988875,181.94670648,26.1165579303679,2019.65205479452
2019-08-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.65753424658
2019-08-30,51030000,229500000,0,71779.4291271362,97633.0461155187,6486.34433548237,711213.513653329,90100.823116607,2550,0.0282812993630989,88.610409,12.7191028881662,2019.6602739726
2019-08-31,175950000,68940000,0,82413.8115013002,97066.1930264116,7447.31973905989,293764.965196153,64852.9129931057,766,0.0975131221426073,26.61787188,3.82071874993541,2019.66301369863
2019-09-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.66849315068
2019-09-03,714060000,270000,0,1e+05,98671.6915391663,77983.0110523258,118032.063565173,20057.541083581,3,0.395738675743962,0.10424754,0.0149636504566661,2019.67123287671
2019-09-04,1258650000,0,0,NA,NA,Inf,-Inf,NA,0,0.697555505454917,0,0,2019.67397260274
2019-09-06,77760000,13500000,0,92044.957175317,95189.9047234288,7046.93068967147,301995.172040201,55691.4470844891,150,0.0430953133151983,5.212377,0.748182522833304,2019.67945205479
2019-09-07,53010000,139950000,0,124738.351424294,164947.284403495,6854.88226452661,794328.234724281,130188.677165971,1555,0.0293786337299211,54.0349749,7.75615882003858,2019.68219178082
2019-09-08,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.68493150685
2019-09-10,25200000,24390000,0,59156.1634175474,78993.9230320598,6854.88226452661,524807.460249772,74154.7945560821,271,0.013966073759555,9.41702778,1.3517164245855,2019.6904109589
2019-09-11,103500000,78390000,0,80167.8063387679,102076.788693663,6486.34433548237,691830.970918936,79956.30849004,871,0.0573606600838866,30.26653578,4.34444651591872,2019.69315068493
2019-09-12,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.69589041096
2019-09-14,319410000,2880000,0,35566.0258901576,44073.5826619349,6854.88226452661,121338.885046498,31623.7535898279,32,0.17701998490236,1.11197376,0.159612271537772,2019.70136986301
2019-09-15,39060000,36810000,0,69823.2404077171,91150.9247130021,6668.06769213622,319153.785510076,73858.8131791483,409,0.0216474143273103,14.21241462,2.04004434559214,2019.70410958904
2019-09-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.7095890411
2019-09-18,45090000,100440000,0,60813.5001278718,75349.4004655126,6486.34433548237,554625.71295791,55721.4039703269,1116,0.0249892962626324,38.78008488,5.56647796987978,2019.71232876712
2019-09-19,406800000,27090000,0,55975.760149511,61908.2847454216,7244.35960074989,337287.308658869,40016.693257271,301,0.225452333547102,10.45950318,1.50135292915216,2019.71506849315
2019-09-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.72054794521
2019-09-22,69570000,144720000,0,94623.7161365793,111295.482324416,6486.34433548237,539510.622515127,84850.2566932337,1608,0.0385563393433429,55.87668144,8.02051664477302,2019.72328767123
2019-09-23,143010000,165240000,0,89536.4765549594,101728.069409261,6486.34433548237,483058.802039773,72267.0505188179,1836,0.0792574685854747,63.79949448,9.15775407947964,2019.72602739726
2019-09-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.73150684932
2019-09-26,30960000,304560000,0,84722.7414140596,96565.1658732487,6486.34433548237,510504.999975406,61299.0395414492,3384,0.0171583191903104,117.59122512,16.8789977151193,2019.73424657534
2019-09-27,51390000,262800000,0,102801.629812647,110002.493511482,6486.34433548237,602559.586074357,72047.3768856079,2920,0.0284808147025211,101.4676056,14.5646197778216,2019.73698630137
2019-09-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.74246575342
2019-09-30,77580000,72900000,0,62517.2692775686,69742.0584306171,6486.34433548237,293764.965196153,43062.3739459795,810,0.0429955556454872,28.1468358,4.04018562329984,2019.74520547945
2019-10-01,247680000,56970000,0,71779.4291271362,76601.7240671196,6668.06769213622,496592.321450336,56371.2612341602,633,0.137266553522484,21.99623094,3.15733024635654,2019.74794520548
2019-10-03,45630000,79110000,0,66069.3448007596,75502.3476656678,6486.34433548237,420726.628384444,51960.4054697611,879,0.0252885692717657,30.54452922,4.38434958380316,2019.75342465753
2019-10-04,7470000,194310000,0,84722.7414140596,97802.181663992,6486.34433548237,444631.267469108,65083.001105561,2159,0.00413994329301095,75.02347962,10.768840445314,2019.75616438356
2019-10-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.75890410959
2019-10-07,704700000,2070000,0,87096.3589956081,86336.7855513997,20701.4134879104,169044.093164326,34464.1402708004,23,0.390551276918985,0.79923114,0.114721320167773,2019.76438356164
2019-10-08,271440000,44550000,0,43651.5832240166,50442.9998739789,6486.34433548237,235504.928389601,34791.4316081001,495,0.15043456592435,17.2008441,2.4690023253499,2019.76712328767
2019-10-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.7698630137
2019-10-11,214920000,9540000,0,31332.8572431559,42281.2566529426,6486.34433548237,169044.093164326,35345.2387628364,106,0.119110657635062,3.68341308,0.528715649468868,2019.77534246575
2019-10-12,356220000,29700000,0,62517.2692775686,68771.6927613965,7870.45789695098,319153.785510076,43123.5048794928,330,0.197420428358281,11.4672294,1.64600155023327,2019.77808219178
2019-10-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.78356164384
2019-10-15,21330000,83340000,0,47424.1985260244,54588.1111890341,6668.06769213622,510504.999975406,40653.4753376982,926,0.0118212838607662,32.17774068,4.61878010762426,2019.78630136986
2019-10-16,48330000,12780000,0,23768.4028662488,28323.6651912794,6854.88226452661,92044.957175317,16961.7007357312,142,0.0267849343174323,4.93438356,0.708279454948861,2019.78904109589
2019-10-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.79452054795
2019-10-19,1074690000,0,0,NA,NA,Inf,-Inf,NA,0,0.595603167010165,0,0,2019.79726027397
2019-10-20,1153620000,0,0,NA,NA,Inf,-Inf,NA,0,0.639346905178486,0,0,2019.8
2019-10-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.80547945205
2019-10-23,164610000,15480000,0,28447.3257053916,35065.5100832564,6486.34433548237,222843.51492703,29655.8410886408,172,0.0912283889508075,5.97685896,0.857915959515522,2019.80821917808
2019-10-24,90720000,6570000,0,20701.4134879104,25191.7613702199,7244.35960074989,62517.2692775686,14835.8050740431,73,0.050277865534398,2.53669014,0.364115494445541,2019.81095890411
2019-10-26,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.81643835616
2019-10-27,123300000,24120000,0,29648.3138952434,40935.7179859853,6668.06769213622,398107.170553497,44164.5442260113,268,0.0683340037521084,9.31278024,1.33675277412884,2019.81917808219
2019-10-28,104130000,0,0,NA,NA,Inf,-Inf,NA,0,0.0577098119278755,0,0,2019.82191780822
2019-10-30,70020000,60840000,0,52966.3443891658,55450.8318167983,6486.34433548237,301995.172040201,30944.5670963071,676,0.0388057335176207,23.49044568,3.37180923623542,2019.82739726027
2019-10-31,88200000,98550000,0,59156.1634175474,67352.2738706772,6486.34433548237,387257.644921617,47042.3473951489,1095,0.0488812581584425,38.0503521,5.46173241668312,2019.8301369863
2019-11-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.83287671233
2019-11-03,1346130000,0,0,NA,NA,Inf,-Inf,NA,0,0.746037732934515,0,0,2019.83835616438
2019-11-04,321480000,11700000,0,33113.1121482591,38501.211289586,6854.88226452661,118032.063565173,24227.4567755367,130,0.178167198104037,4.5173934,0.648424853122197,2019.84109589041
2019-11-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.84383561644
2019-11-07,17910000,70470000,0,69823.2404077171,74559.3706760848,6486.34433548237,366437.574647833,42019.4042448967,783,0.00992588813625517,27.20860794,3.90551276918985,2019.84931506849
2019-11-08,8910000,123570000,0,80167.8063387679,96425.3481466544,6668.06769213622,444631.267469108,69935.2524696856,1373,0.00493800465069981,47.71062414,6.84836402566751,2019.85205479452
2019-11-10,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.85753424658
2019-11-11,4590000,112050000,0,97274.7223776964,93057.9786295048,6486.34433548237,496592.321450336,54531.9812538009,1245,0.00254382057763323,43.2627291,6.20991493951642,2019.8602739726
2019-11-12,359010000,42840000,0,69823.2404077171,108909.021780196,8090.95899178381,457088.189614875,93224.044768893,476,0.198966672238803,16.54060968,2.37423253912435,2019.86301369863
2019-11-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.86849315069
2019-11-15,1219770000,0,0,NA,NA,Inf,-Inf,NA,0,0.676007848797318,0,0,2019.87123287671
2019-11-16,197730000,89640000,0,89536.4765549594,98274.4237573885,6486.34433548237,483058.802039773,73485.6726128478,996,0.109583800177651,34.61018328,4.96793195161314,2019.87397260274
2019-11-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.87945205479
2019-11-19,3420000,183240000,0,84722.7414140596,110059.95313585,6486.34433548237,510504.999975406,88792.3163052409,2036,0.00189539572451104,70.74933048,10.1553307765907,2019.88219178082
2019-11-20,0,255240000,0,59156.1634175474,102048.51286714,6486.34433548237,619441.075076781,97514.187587768,2836,0,98.54867448,14.145637565035,2019.88493150685
2019-11-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.8904109589
2019-11-23,44190000,211950000,0,1e+05,120505.604969216,6486.34433548237,510504.999975406,91997.6265639625,2355,0.0244905079140768,81.8343189,11.7464656084829,2019.89315068493
2019-11-24,797220000,0,0,NA,NA,Inf,-Inf,NA,0,0.441826719150494,0,0,2019.89589041096
2019-11-26,0,613890000,0,92044.957175317,120925.166422754,6486.34433548237,539510.622515127,95303.4656791593,6821,0,237.02415678,34.0223532549731,2019.90136986301
2019-11-27,0,421290000,0,94623.7161365793,131825.6551486,6486.34433548237,586138.164514028,107856.182135214,4681,0,162.66091158,23.3482825958846,2019.90410958904
2019-11-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.90684931507
2019-11-30,0,269100000,0,82413.8115013002,130850.189755271,6486.34433548237,602559.586074357,121565.289664531,2990,0,103.9000482,14.9137716218105,2019.91232876712
2019-12-01,90000,162540000,0,128233.058265602,152854.451266087,6486.34433548237,619441.075076781,114640.542185353,1806,4.98788348555536e-05,62.75701908,9.00811757491298,2019.91506849315
2019-12-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.91780821918
2019-12-04,1530000,379620000,0,73790.4230129101,120636.645312944,6486.34433548237,586138.164514028,114745.505638708,4218,0.000847940192544411,146.57204124,21.0388925420725,2019.92328767123
2019-12-05,5130000,348570000,0,75857.7575029184,121834.715311238,6486.34433548237,772680.585095702,113903.514135054,3873,0.00284309358676656,134.58357414,19.3180727395559,2019.92602739726
2019-12-07,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.93150684932
2019-12-08,273600000,97650000,0,143218.789927354,160469.327557047,6486.34433548237,672976.656284317,101716.29205851,1085,0.151631657960883,37.7028603,5.41185358182757,2019.93424657534
2019-12-09,90000,231120000,0.24324426,128233.058265602,181001.807267781,6486.34433548237,1076465.21362983,165562.582641439,2568,4.98788348555536e-05,89.23589424,12.8088847909062,2019.93698630137
2019-12-11,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.94246575342
2019-12-12,995310000,30870000,0,159955.802861467,151048.739695357,6854.88226452661,337287.308658869,83384.4062778497,343,0.551610034667567,11.91896874,1.71084403554549,2019.94520547945
2019-12-13,786330000,0,0,NA,NA,Inf,-Inf,NA,0,0.435791380132972,0,0,2019.94794520548
2019-12-15,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.95342465753
2019-12-16,180000,230490000,0,102801.629812647,146409.729467716,6486.34433548237,937562.00692588,129385.51620253,2561,9.97576697111072e-05,88.99264998,12.7739696065073,2019.95616438356
2019-12-17,366660000,0,0,NA,NA,Inf,-Inf,NA,0,0.203206373201525,0,0,2019.95890410959
2019-12-19,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.96438356164
2019-12-20,366480000,1080000,0,73620.0053458141,79392.3763941622,28054.3363795171,128233.058265602,34232.2702321569,12,0.203106615531814,0.41699016,0.0598546018266643,2019.96712328767
2019-12-21,4.95e+08,0,0,NA,NA,Inf,-Inf,NA,0,0.274333591705545,0,0,2019.9698630137
2019-12-23,695880000,4230000,0,82413.8115013002,96482.6731732805,10375.2841581801,356451.133426244,69902.4575346581,47,0.38566315110314,1.63321146,0.234430523821102,2019.97534246575
2019-12-24,7380000,140040000,0,73790.4230129101,90799.6420027506,6486.34433548237,496592.321450336,68185.324375957,1556,0.00409006445815539,54.06972408,7.76114670352414,2019.97808219178
2019-12-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.98082191781
2019-12-27,757710000,180000,0,26560.5197496969,26560.5197496969,12941.9584144998,40179.081084894,19259.5541402456,2,0.419929910648906,0.06949836,0.00997576697111072,2019.98630136986
2019-12-28,805950000,9540000,0,62612.7541091535,69272.6866635514,9289.66386779936,164437.172321493,43447.9759519885,106,0.446664966131482,3.68341308,0.528715649468868,2019.98904109589
2019-12-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.99178082192
2019-12-31,0,134190000,0,62517.2692775686,75863.3561875921,6486.34433548237,376703.798983909,55312.6980509182,1491,0,51.81102738,7.43693427696304,2019.99726027397
2019-01-01,19980000,199260000,0,46131.7574560379,57632.0125345209,6486.34433548237,444631.267469108,48902.4809394266,2214,0.0110731013379329,76.93468452,11.0431740370196,2019
2019-01-02,3690000,271530000,0,57543.9937337157,76182.3099683977,6486.34433548237,398107.170553497,65942.7378116424,3017,0.0020450322290777,104.83827606,15.0484444759205,2019.00273972603
2019-01-04,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.00821917808
2019-01-05,180000,240210000,0,43651.5832240166,63881.5010281455,6486.34433548237,496592.321450336,62136.3312276481,2669,9.97576697111072e-05,92.74556142,13.3126610229473,2019.01095890411
2019-01-06,4500000,383940000,0,51522.8644581756,72116.6453385498,6486.34433548237,554625.71295791,69684.1976349638,4266,0.00249394174277768,148.24000188,21.2783109493792,2019.01369863014
2019-01-08,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.01917808219
2019-01-09,453600000,6210000,0,51522.8644581756,90079.1054274146,6668.06769213622,346736.850452532,76812.179429798,69,0.25138932767199,2.39769342,0.34416396050332,2019.02191780822
2019-01-10,4590000,779400000,0,54450.2652842421,71928.0669201589,6486.34433548237,691830.970918936,64891.6113140908,8660,0.00254382057763323,300.9278988,43.1950709849094,2019.02465753425
2019-01-12,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2019.0301369863
