"date","cloud.area","bloom.area.m2","vis.bloom","median","mean","min","max","sd","N","cloud.area.per","bloom.area.mi2","bloom.area.per","date2"
2020-02-13,199890000,23490000,0,89536.4765549594,91275.4941972874,6854.88226452661,570164.272280747,72106.151524619,261,0.110780892214185,9.06953598,1.30183758972995,2020.1174863388
2020-02-15,464490000,720000,0,22318.7007114684,67910.4757419336,7244.35960074989,205116.217882556,81491.2045004362,8,0.257424666689512,0.27799344,0.0399030678844429,2020.12295081967
2020-02-16,109080000,52470000,0,102801.629812647,115315.017460129,6486.34433548237,346736.850452532,78420.8488039339,583,0.060453147844931,20.25877194,2.90793607207877,2020.12568306011
2020-02-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.12841530055
2020-02-19,84600000,38160000,0,77983.0110523258,93874.3089391295,6486.34433548237,420726.628384444,74210.2145584236,424,0.0468861047642204,14.73365232,2.11486259787547,2020.13387978142
2020-02-20,39510000,93060000,0,1e+05,104340.54439548,6854.88226452661,469894.108605215,69210.001694286,1034,0.021896808501588,35.93065212,5.15747152406424,2020.13661202186
2020-02-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.1393442623
2020-02-23,3420000,171090000,0,105681.750921366,114551.824991539,6486.34433548237,444631.267469108,75814.5205922529,1901,0.00189539572451104,66.05819118,9.48196650604074,2020.14480874317
2020-02-24,92700000,124200000,0,114815.362149688,137922.081498302,6486.34433548237,937562.00692588,106352.966665008,1380,0.0513751999012202,47.9538684,6.8832792100664,2020.14754098361
2020-02-26,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.15300546448
2020-02-27,40050000,173340000,0.03474918,54450.2652842421,80340.7160307341,6486.34433548237,1169499.39101987,71991.9006082655,1926,0.0221960815107214,66.92692068,9.60666359317962,2020.15573770492
2020-02-28,0,489330000,0,44874.5389933132,76082.1678710995,6486.34433548237,963829.023623971,85898.0621631668,5437,0,188.93129166,27.1191225109645,2020.15846994536
2020-03-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.16393442623
2020-03-02,210600000,176490000,0,94623.7161365793,107311.354483239,6486.34433548237,963829.023623971,83951.3695981935,1961,0.116716473561995,68.14314198,9.78123951517406,2020.16666666667
2020-03-03,841950000,360000,0,235504.928389601,228159.748237427,199526.231496888,242102.904673618,19340.744860446,4,0.466616500073704,0.13899672,0.0199515339422214,2020.1693989071
2020-03-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.17486338798
2020-03-06,1075410000,0,0,NA,NA,Inf,-Inf,NA,0,0.59600219768901,0,0,2020.17759562842
2020-03-07,42120000,431370000,0,48752.8490103386,81428.9557542957,6486.34433548237,772680.585095702,89391.2036630441,4793,0.0233432947123991,166.55281974,23.9069255462668,2020.18032786885
2020-03-09,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.18579234973
2020-03-10,1303470000,0,0,NA,NA,Inf,-Inf,NA,0,0.722395165212983,0,0,2020.18852459016
2020-03-11,244530000,67860000,0,83568.2764576799,109714.092114878,7046.93068967147,794328.234724281,109391.652626814,754,0.135520794302539,26.20088172,3.76086414810874,2020.1912568306
2020-03-13,7380000,191610000,0,67920.3632617184,87757.2696215749,6486.34433548237,862978.54776697,73348.0231742482,2129,0.00409006445815539,73.98100422,10.6192039407474,2020.19672131148
2020-03-14,50040000,143010000,0.06949836,67920.3632617184,91302.1076561879,6486.34433548237,1018591.38805412,86587.8208553516,1589,0.0277326321796878,55.21644702,7.92574685854747,2020.19945355191
2020-03-15,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.20218579235
2020-03-17,36630000,72180000,0,60813.5001278718,70175.8533869062,6486.34433548237,510504.999975406,56242.6163260903,802,0.0203006857862103,27.86884236,4.0002825554154,2020.20765027322
2020-03-18,89910000,116100000,0,62517.2692775686,80243.5935926469,6486.34433548237,457088.189614875,64462.9186278677,1290,0.049828956020698,44.8264422,6.43436969636641,2020.21038251366
2020-03-19,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.2131147541
2020-03-21,43290000,229590000,0.10424754,57543.9937337157,74984.3992135231,6486.34433548237,1819700.85860998,81478.9748526057,2551,0.0239917195655213,88.64515818,12.7240907716517,2020.21857923497
2020-03-22,41760000,97740000,0.06949836,64268.7717317019,91672.1024157102,6486.34433548237,1342764.96113786,100224.820298882,1086,0.0231437793729769,37.73760948,5.41684146531312,2020.22131147541
2020-03-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.22677595628
2020-03-25,113310000,17010000,0,46131.7574560379,75856.5667792372,6486.34433548237,586138.164514028,86743.6310806086,189,0.062797453083142,6.56759502,0.942709978769963,2020.22950819672
2020-03-26,120960000,22230000,0,47424.1985260244,78279.9236920829,6486.34433548237,457088.189614875,87927.3902211478,247,0.067037154045864,8.58304746,1.23200722093217,2020.23224043716
2020-03-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.23770491803
2020-03-29,73080000,89640000,0.20849508,66069.3448007596,93500.5586796518,6486.34433548237,2089296.13085404,142827.734608098,996,0.0405016139027095,34.61018328,4.96793195161314,2020.24043715847
2020-03-30,25110000,179730000,0,57543.9937337157,83417.4648972992,6486.34433548237,912010.83935591,90551.3040340076,1997,0.0139161949246995,69.39411246,9.96080332065405,2020.24316939891
2020-04-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.24863387978
2020-04-02,0,281160000,0.03474918,73790.4230129101,96862.5994883429,6486.34433548237,1629296.03263972,91666.1789694378,3124,0,108.55643832,15.5821480088749,2020.25136612022
2020-04-03,114120000,16380000,0,157776.183010987,193056.483611038,7046.93068967147,691830.970918936,149631.719320479,182,0.063246362596842,6.32435076,0.907794794371075,2020.25409836066
2020-04-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.25956284153
2020-04-06,388440000,9360000,0.03474918,50137.8567342571,94135.6682955423,7244.35960074989,1380384.26460288,173416.990596422,104,0.215277051236569,3.61391472,0.518739882497757,2020.26229508197
2020-04-07,106560000,35640000,0,75857.7575029184,105556.833757896,6486.34433548237,711213.513653329,109073.252224547,396,0.0590565404689755,13.76067528,1.97520186027992,2020.2650273224
2020-04-09,145350000,540000,0.10424754,1065135.51767121,941165.720838526,199526.231496888,1629296.03263972,644953.874073962,6,0.0805543182917191,0.20849508,0.0299273009133322,2020.27049180328
2020-04-10,387630000,90000,0.03474918,1770108.95831742,1770108.95831742,1770108.95831742,1770108.95831742,NA,1,0.214828141722869,0.03474918,0.00498788348555536,2020.27322404372
2020-04-11,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.27595628415
2020-04-13,57240000,2340000,0.10424754,351593.991939388,496563.795063328,97274.7223776964,2147830.47413053,477778.636531624,26,0.0317229389681321,0.90347868,0.129684970624439,2020.28142076503
2020-04-14,85140000,51030000,0,121338.885046498,152689.224862968,6486.34433548237,839459.986519397,126343.651095459,567,0.0471853777733537,19.70278506,2.82812993630989,2020.28415300546
2020-04-15,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.2868852459
2020-04-17,396450000,990000,0,60813.5001278718,256114.340022191,12246.1619926505,963829.023623971,314018.329698861,11,0.219716267538714,0.38224098,0.054866718341109,2020.29234972678
2020-04-18,553950000,0,0,NA,NA,Inf,-Inf,NA,0,0.307004228535932,0,0,2020.29508196721
2020-04-20,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.30054644809
2020-04-21,116730000,250560000,0.10424754,108642.562361706,130422.293008909,6486.34433548237,1721868.57498601,120827.571392282,2784,0.064692848807653,96.74171712,13.8862676237861,2020.30327868852
2020-04-22,121770000,284760000,0.24324426,67920.3632617184,114131.283069881,6486.34433548237,1419057.52168909,127739.815370814,3164,0.067486063559564,109.94640552,15.7816633482972,2020.30601092896
2020-04-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.31147540984
2020-04-25,259200000,810000,0.06949836,483058.802039773,581278.700288778,151356.124843621,1306170.88813184,409883.050654696,9,0.143651044383994,0.31274262,0.0448909513699982,2020.31420765027
2020-04-26,1350720000,0,0,NA,NA,Inf,-Inf,NA,0,0.748581553512148,0,0,2020.31693989071
2020-04-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.32240437158
2020-04-29,721980000,24660000,0,232295.846833189,278287.734270582,10665.9612123026,751622.894018205,126026.517479396,274,0.400128013211251,9.52127532,1.36668007504217,2020.32513661202
2020-04-30,1432530000,0,0,NA,NA,Inf,-Inf,NA,0,0.793921414395847,0,0,2020.32786885246
2020-05-02,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.33333333333
2020-05-03,1170000,527040000,0.24324426,75857.7575029184,118444.940000316,6486.34433548237,1499684.83550237,133453.428664564,5856,0.000648424853122197,203.49119808,29.2090456914122,2020.33606557377
2020-05-04,0,3.33e+08,1.14672294,111686.324778056,171131.543381782,6486.34433548237,1380384.26460288,189872.47004175,3700,0,128.571966,18.4551688965548,2020.33879781421
2020-05-06,106740000,990000,0,128233.058265602,185688.546806579,28054.3363795171,570164.272280747,146326.746163608,11,0.0591562981386866,0.38224098,0.054866718341109,2020.34426229508
2020-05-07,31230000,339120000,1.11197376,124738.351424294,169324.01977456,6486.34433548237,3162277.66016838,205083.400474543,3768,0.0173079556948771,130.93491024,18.7943449735726,2020.34699453552
2020-05-08,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.34972677596
2020-05-10,1431720000,0,0,NA,NA,Inf,-Inf,NA,0,0.793472504882147,0,0,2020.35519125683
2020-05-11,58590000,167940000,0.59073606,1e+05,156572.677522315,6486.34433548237,3162277.66016838,204076.357407724,1866,0.0324711214909654,64.84196988,9.3073905840463,2020.35792349727
2020-05-12,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.3606557377
2020-05-14,904680000,0,0,NA,NA,Inf,-Inf,NA,0,0.501382047968025,0,0,2020.36612021858
2020-05-15,518310000,0,0,NA,NA,Inf,-Inf,NA,0,0.287252209933133,0,0,2020.36885245902
2020-05-18,1429560000,0,0,NA,NA,Inf,-Inf,NA,0,0.792275412845613,0,0,2020.37704918033
2020-05-19,124470000,34020000,0,82413.8115013002,125193.925380858,7046.93068967147,963829.023623971,128438.339268588,378,0.0689824286052306,13.13519004,1.88541995753993,2020.37978142077
2020-05-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.38524590164
2020-05-22,14220000,211050000,0.31274262,118032.063565173,186826.301451423,6486.34433548237,2147830.47413053,181681.089928102,2345,0.00788085590717747,81.4868271,11.6965867736273,2020.38797814208
2020-05-23,427680000,44730000,0,319153.785510076,305566.087180648,6486.34433548237,839459.986519397,171828.779432707,497,0.237024223233591,17.27034246,2.47897809232101,2020.39071038251
2020-05-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.39617486339
2020-05-26,902430000,3870000,0,199526.231496888,209264.514578612,18535.3162341481,602559.586074357,157246.319985338,43,0.500135077096636,1.49421474,0.21447898987888,2020.39890710383
2020-05-27,11430000,62280000,0,147231.250243272,176429.218676122,6486.34433548237,772680.585095702,124318.349182409,692,0.00633461202665531,24.04643256,3.45161537200431,2020.40163934426
2020-05-29,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.40710382514
2020-05-30,89280000,170460000,0.06949836,94623.7161365793,141955.040646139,6486.34433548237,1076465.21362983,133650.628707362,1894,0.0494798041767092,65.81494692,9.44705132164185,2020.40983606557
2020-05-31,213120000,119520000,0.06949836,159955.802861467,185646.327315863,17538.8050184176,1169499.39101987,121807.756556964,1328,0.118113080937951,46.14691104,6.62390926881752,2020.41256830601
2020-06-02,463500000,0,0,NA,NA,Inf,-Inf,NA,0,0.256875999506101,0,0,2020.41803278689
2020-06-03,1384830000,0,0,NA,NA,Inf,-Inf,NA,0,0.767485631922403,0,0,2020.42076502732
2020-06-04,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.42349726776
2020-06-06,1433880000,0,0,NA,NA,Inf,-Inf,NA,0,0.79466959691868,0,0,2020.42896174863
2020-06-07,854910000,0,0,NA,NA,Inf,-Inf,NA,0,0.473799052292904,0,0,2020.43169398907
2020-06-08,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.43442622951
2020-06-10,21690000,315900000,7.95756222,210862.814993329,336385.616968612,6486.34433548237,3630780.54770101,375482.949943149,3510,0.0120207992001884,121.9696218,17.5074710342993,2020.43989071038
2020-06-11,230850000,211140000,2.39769342,188799.134909629,274215.214955767,6854.88226452661,2208004.7330189,270170.608208095,2346,0.127939211404495,81.52157628,11.7015746571129,2020.44262295082
2020-06-14,45720000,490230000,7.85331468,194088.587759278,299198.134055379,6486.34433548237,2992264.63660819,317428.034401251,5447,0.0253384481066212,189.27878346,27.16900134582,2020.45081967213
2020-06-15,54810000,355770000,0.03474918,128233.058265602,173117.81204688,6668.06769213622,1018591.38805412,159777.943335176,3953,0.0303762104270321,137.36350854,19.7171034184003,2020.45355191257
2020-06-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.45901639344
2020-06-18,146430000,615510000,17.79158016,248885.731828239,375073.733947802,6486.34433548237,2679168.32481903,374292.205126522,6839,0.0811528643099857,237.64964202,34.1121351577131,2020.46174863388
2020-06-19,1269630000,0,0,NA,NA,Inf,-Inf,NA,0,0.703640723307295,0,0,2020.46448087432
2020-06-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.46994535519
2020-06-22,9e+05,675990000,14.31666216,263026.799189538,353374.667530528,6486.34433548237,2535128.63049791,330989.1722895,7511,0.000498788348555536,261.00109098,37.4639928600063,2020.47267759563
2020-06-23,3240000,625860000,1.14672294,310455.958812836,330763.077941918,6486.34433548237,1342764.96113786,214370.269015986,6954,0.00179563805479993,241.64579772,34.685741758552,2020.47540983607
2020-06-25,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.48087431694
2020-06-26,170640000,585270000,0.90347868,263026.799189538,285685.214393626,6668.06769213622,1342764.96113786,179630.736353845,6503,0.0945702708861296,225.97391754,32.4362063065665,2020.48360655738
2020-06-27,270540000,180000,0,887156.012037961,887156.012037961,887156.012037961,887156.012037961,0,2,0.149935777575794,0.06949836,0.00997576697111072,2020.48633879781
2020-06-29,121950000,360000,0,224522.296948045,236711.784222843,178648.757485205,319153.785510076,69937.8988720759,4,0.0675858212292751,0.13899672,0.0199515339422214,2020.49180327869
2020-06-30,720000,657270000,13.41318348,155596.563160508,287670.872898394,6486.34433548237,3630780.54770101,367292.756284111,7303,0.000399030678844429,253.77326154,36.4265130950108,2020.49453551913
2020-07-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.49726775956
2020-07-03,76680000,3060000,0.03474918,489825.561745054,503122.238608078,143218.789927354,1270574.10520854,195756.441983451,34,0.0424967672969317,1.18147212,0.169588038508882,2020.50273224044
2020-07-04,0,710190000,6.7760901,194088.587759278,267148.169890715,6486.34433548237,2269864.85188382,247687.65517204,7891,0,274.20577938,39.3593885845173,2020.50546448087
2020-07-05,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.50819672131
2020-07-07,3780000,353700000,0.41699016,178648.757485205,227668.608414709,6486.34433548237,1584893.19246111,185880.969969946,3930,0.00209491106393325,136.5642774,19.6023820982326,2020.51366120219
2020-07-08,270000,666630000,9.10428516,310455.958812836,359515.278843632,6486.34433548237,2147830.47413053,262853.626525135,7407,0.000149636504566661,257.38717626,36.9452529775086,2020.51639344262
2020-07-11,639180000,79650000,0,102801.629812647,125361.513634934,7046.93068967147,510504.999975406,87789.9539287732,885,0.354239485144142,30.7530243,4.41427688471649,2020.52459016393
2020-07-12,643590000,7650000,0,82413.8115013002,117875.469518379,9036.494737223,444631.267469108,99573.9757600777,85,0.356683548052064,2.9536803,0.423970096272206,2020.52732240437
2020-07-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.53278688525
2020-07-15,5040000,674640000,1.07722458,178648.757485205,222243.506417684,6486.34433548237,1870682.1403658,175248.773787892,7496,0.002793214751911,260.47985328,37.389174607723,2020.53551912568
2020-07-16,168480000,2.61e+08,0.59073606,111686.324778056,174040.873235142,6668.06769213622,1202264.43461741,195072.083132973,2900,0.0933731788495963,100.772622,14.4648621081105,2020.53825136612
2020-07-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.54371584699
2020-07-19,414990000,328320000,2.74518522,164437.172321493,240788.011839805,6486.34433548237,2269864.85188382,234064.047595916,3648,0.229991307518958,126.76500864,18.195798955306,2020.54644808743
2020-07-20,66960000,283500000,0,124738.351424294,171998.306681877,6486.34433548237,963829.023623971,163560.891776698,3150,0.0371098531325319,109.459917,15.7118329794994,2020.54918032787
2020-07-22,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.55464480874
2020-07-23,1085580000,0,0,NA,NA,Inf,-Inf,NA,0,0.601638506027688,0,0,2020.55737704918
2020-07-24,131850000,126630000,0,131825.673855641,148753.669764864,7244.35960074989,457088.189614875,89928.6505684225,1407,0.073072493063386,48.89209626,7.01795206417639,2020.56010928962
2020-07-26,65160000,180000,0.03474918,666161.9011602,666161.9011602,255858.588690565,1076465.21362983,580256.509181164,2,0.0361122764354208,0.06949836,0.00997576697111072,2020.56557377049
2020-07-27,89820000,239400000,0.27799344,183653.834334835,224379.908716427,6486.34433548237,1270574.10520854,170275.533533766,2660,0.0497790771858425,92.4328188,13.2677700715773,2020.56830601093
2020-07-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.57103825137
2020-07-30,47970000,63360000,0.8687295,356451.133426244,408081.93365716,9817.47943019984,1721868.57498601,277916.596636541,704,0.0265854189780101,24.46342272,3.51146997383097,2020.57650273224
2020-07-31,360000,563130000,1.5637131,205116.217882556,259311.852039344,6668.06769213622,1306170.88813184,206475.475389244,6257,0.000199515339422214,217.42561926,31.2091869691199,2020.57923497268
2020-08-01,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.58196721311
2020-08-03,450090000,31590000,0.06949836,235504.928389601,277476.115945158,7244.35960074989,1306170.88813184,185071.666416045,351,0.249444053112624,12.19696218,1.75074710342993,2020.58743169399
2020-08-04,8100000,622260000,6.18535404,199526.231496888,275998.093859241,6486.34433548237,1674942.87602644,257226.243013285,6914,0.00448909513699982,240.25583052,34.4862264191298,2020.59016393443
2020-08-07,0,624960000,1.42471638,173780.082874937,220199.258238626,6486.34433548237,1674942.87602644,186152.157660976,6944,0,241.29830592,34.6358629236964,2020.59836065574
2020-08-08,6750000,700920000,24.42867354,301995.172040201,429330.196290706,6668.06769213622,2147830.47413053,376709.693823195,7788,0.00374091261416652,270.62661384,38.8456365855051,2020.60109289617
2020-08-10,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.60655737705
2020-08-11,47880000,587160000,0.03474918,139315.68029453,162503.776557182,6486.34433548237,1202264.43461741,115471.464398509,6524,0.0265355401431545,226.70365032,32.5409518597632,2020.60928961749
2020-08-12,127440000,408690000,0,111686.324778056,134753.11235301,6486.34433548237,912010.83935591,99433.3330427225,4541,0.0706284301554639,157.79602638,22.6499789079069,2020.61202185792
2020-08-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.6174863388
2020-08-15,1260000,813600000,0.31274262,176214.420180071,205188.921775514,6486.34433548237,1499684.83550237,150008.344995254,9040,0.00069830368797775,314.1325872,45.0904667094205,2020.62021857923
2020-08-16,45450000,283950000,0,92044.957175317,129694.048283532,6486.34433548237,711213.513653329,111644.047810939,3155,0.0251888116020546,109.6336629,15.7367723969272,2020.62295081967
2020-08-18,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.62841530055
2020-08-19,943380000,1620000,0,586138.164514028,594265.557436357,409260.659730011,816582.371358592,117285.163228837,18,0.522829946955913,0.62548524,0.0897819027399965,2020.63114754098
2020-08-20,849240000,0,0,NA,NA,Inf,-Inf,NA,0,0.470656685697004,0,0,2020.63387978142
2020-08-22,979110000,0,0,NA,NA,Inf,-Inf,NA,0,0.542631844393568,0,0,2020.6393442623
2020-08-23,60120000,188280000,0,164437.172321493,174041.42693646,6486.34433548237,751622.894018205,114897.75012495,2092,0.0333190616835098,72.69528456,10.4346522517818,2020.64207650273
2020-08-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.64480874317
2020-08-26,85500000,3510000,0,80167.8063387679,78291.3257517658,7046.93068967147,143218.789927354,30643.7652665819,39,0.0473848931127759,1.35521802,0.194527455936659,2020.65027322404
2020-08-27,44190000,543960000,0,147231.250243272,166926.735389936,6486.34433548237,794328.234724281,104736.62979499,6044,0.0244905079140768,210.02404392,30.1467677866966,2020.65300546448
2020-08-28,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.65573770492
2020-08-30,33030000,212850000,0,102801.629812647,111346.812321034,6486.34433548237,539510.622515127,72452.9528137017,2365,0.0183055323919882,82.1818107,11.7963444433384,2020.66120218579
2020-08-31,14850000,473940000,0,121338.885046498,150677.862086008,6486.34433548237,751622.894018205,114554.821587721,5266,0.00823000775116634,182.98918188,26.2661944349345,2020.66393442623
2020-09-03,23940000,455490000,1.49421474,139315.68029453,191443.366517533,6486.34433548237,1380384.26460288,176128.818304087,5061,0.0132677700715773,175.86559998,25.2436783203957,2020.67213114754
2020-09-04,42660000,291240000,0,114815.362149688,151619.523320976,6486.34433548237,654636.174067275,114171.24167204,3236,0.0236425677215324,112.44834648,16.1407909592571,2020.67486338798
2020-09-06,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.68032786885
2020-09-07,424620000,55080000,0,143218.789927354,156113.084191499,7447.31973905989,524807.460249772,97193.6820253226,612,0.235328342848502,21.26649816,3.05258469315988,2020.68306010929
2020-09-08,57510000,436050000,0,97274.7223776964,117376.220993999,6486.34433548237,672976.656284317,87614.8070900341,4845,0.0318725754726987,168.3597771,24.1662954875157,2020.68579234973
2020-09-10,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.6912568306
2020-09-11,535770000,134190000,0,105681.750921366,122399.791852762,6668.06769213622,586138.164514028,95236.8833999708,1491,0.296928703895111,51.81102738,7.43693427696304,2020.69398907104
2020-09-12,471960000,0,0,NA,NA,Inf,-Inf,NA,0,0.261564609982523,0,0,2020.69672131148
2020-09-14,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.70218579235
2020-09-15,22230000,361530000,0,131825.673855641,162192.366755772,6486.34433548237,862978.54776697,137168.14150369,4017,0.0123200722093217,139.58745606,20.0363279614759,2020.70491803279
2020-09-16,28080000,106020000,0,90790.7168651382,100578.303804956,6668.06769213622,376703.798983909,67680.4485415956,1178,0.0155621964749327,40.93453404,5.87572674598421,2020.70765027322
2020-09-18,29880000,3870000,0,54450.2652842421,66688.8912789485,9549.92586021435,210862.814993329,45103.8361680588,43,0.0165597731720438,1.49421474,0.21447898987888,2020.7131147541
2020-09-19,9720000,406260000,15.67188018,216770.410481969,380264.643571846,6486.34433548237,2466039.33723434,400236.000760099,4514,0.00538691416439979,156.85779852,22.5153060537969,2020.71584699454
2020-09-20,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.71857923497
2020-09-22,53550000,95310000,0,80167.8063387679,85828.7686406586,6486.34433548237,328095.293113119,54842.5522766505,1059,0.0296779067390544,36.79938162,5.28216861120313,2020.72404371585
2020-09-23,136710000,328320000,0.1737459,151356.124843621,199879.768032774,6486.34433548237,1306170.88813184,172748.378539723,3648,0.0757659501455859,126.76500864,18.195798955306,2020.72677595628
2020-09-24,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.72950819672
2020-09-26,134550000,239220000,10.84174416,366437.574647833,510798.060126869,7046.93068967147,4055085.35448384,533133.069260654,2658,0.0745688581090526,92.36332044,13.2577943046061,2020.7349726776
2020-09-27,17730000,3.87e+08,3.50966718,270395.836410884,324048.491958339,7046.93068967147,1629296.03263972,254822.081802255,4300,0.00982613046654406,149.421474,21.447898987888,2020.73770491803
2020-09-30,1298610000,0,0,NA,NA,Inf,-Inf,NA,0,0.719701708130783,0,0,2020.74590163934
2020-10-01,390240000,16380000,0,87096.3589956081,89109.8851230792,9817.47943019984,205116.217882556,41581.5560290277,182,0.21627462793368,6.32435076,0.907794794371075,2020.74863387978
2020-10-03,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.75409836066
2020-10-04,1432530000,0,0,NA,NA,Inf,-Inf,NA,0,0.793921414395847,0,0,2020.75683060109
2020-10-05,622710000,0,0,NA,NA,Inf,-Inf,NA,0,0.345111658365575,0,0,2020.75956284153
2020-10-07,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.7650273224
2020-10-08,69570000,270630000,0.03474918,178648.757485205,236924.304718859,6486.34433548237,1018591.38805412,191938.176591214,3007,0.0385563393433429,104.49078426,14.998565641065,2020.76775956284
2020-10-09,9e+06,122220000,0,97274.7223776964,112140.012740331,6486.34433548237,457088.189614875,78954.4219012623,1358,0.00498788348555536,47.18938644,6.77354577338418,2020.77049180328
2020-10-11,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.77595628415
2020-10-12,64890000,290340000,12.19696218,248885.731828239,405254.257358254,6486.34433548237,3341950.40026114,439911.351332927,3226,0.0359626399308541,112.10085468,16.0909121244016,2020.77868852459
2020-10-13,124920000,90360000,0,59156.1634175474,74750.6691004523,6486.34433548237,366437.574647833,57880.6949343854,1004,0.0692318227795084,34.88817672,5.00783501949758,2020.78142076503
2020-10-15,15930000,586620000,47.46737988,319153.785510076,619073.965580442,6854.88226452661,3944573.02075278,715579.406381157,6518,0.00882855376943299,226.49515524,32.5110245588498,2020.7868852459
2020-10-16,577170000,226170000,3.78766062,398107.170553497,446394.359970244,6668.06769213622,1770108.95831742,264019.354435819,2513,0.319872967928665,87.32468934,12.5345511992006,2020.78961748634
2020-10-17,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.79234972678
2020-10-19,1438740000,0,0,NA,NA,Inf,-Inf,NA,0,0.79736305400088,0,0,2020.79781420765
2020-10-20,1232010000,0,0,NA,NA,Inf,-Inf,NA,0,0.682791370337673,0,0,2020.80054644809
2020-10-21,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.80327868852
2020-10-23,759510000,6210000,0,21877.6162394955,29774.0063448489,6486.34433548237,80167.8063387679,19865.3827051615,69,0.420927487346017,2.39769342,0.34416396050332,2020.8087431694
2020-10-24,22500000,123840000,0.55598688,81290.8089200341,135508.178161289,6486.34433548237,1458814.26027535,177173.045419274,1376,0.0124697087138884,47.81487168,6.86332767612418,2020.81147540984
2020-10-27,3150000,186930000,1.84170654,173780.082874937,297964.999578769,6486.34433548237,2679168.32481903,333911.879199488,2077,0.00174575921994438,72.17404686,10.3598339994985,2020.81967213115
2020-10-28,38520000,104040000,1.737459,111686.324778056,219387.639537111,6486.34433548237,2910717.11806661,382132.831350319,1156,0.0213481413181769,40.17005208,5.765993309302,2020.82240437158
2020-10-30,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.82786885246
2020-10-31,629460000,0,0,NA,NA,Inf,-Inf,NA,0,0.348852570979742,0,0,2020.8306010929
2020-11-01,139050000,433260000,41.31677502,586138.164514028,699991.497573593,6486.34433548237,3531831.69791957,566493.037293123,4814,0.0770627998518303,167.28255252,24.0116710994635,2020.83333333333
2020-11-03,0,0,0,NA,NA,Inf,-Inf,NA,0,0,0,0,2020.83879781421
